"","X","module","module_description","Acidovorax_AEP1_4","Curvibacter_AEP1_3","Duganella_C1_2","MG_21Nov119-A03-L1_S156_L003_bin.4","MG_21Nov119-A06-L1_S159_L003_bin.7","MG_21Nov119-B05-L1_S164_L003_bin.2","MG_21Nov119-B05-L1_S164_L003_bin.8","MG_21Nov119-D06-L1_S176_L003_bin.10","MG_21Nov119-D06-L1_S176_L003_bin.11","MG_21Nov119-D06-L1_S176_L003_bin.3","MG_21Nov119-D06-L1_S176_L003_bin.8","MG_21Nov119-E05-L1_S181_L003_bin.1","MG_21Nov119-E05-L1_S181_L003_bin.16","MG_21Nov119-E05-L1_S181_L003_bin.2","MG_21Nov119-E05-L1_S181_L003_bin.7","MG_21Nov119-E07-L1_S224_L004_bin.20","MG_21Nov119-E07-L1_S224_L004_bin.5","MG_21Nov119-H08-L1_S241_L004_bin.1","MG_220900001374-D09_22Sep1374-D09-L1_S133_L002_bin.2","MG_220900001374-H06_22Sep1374-H06-L1_S146_L002_bin.5","MG_220900001374-H07_22Sep1374-H07-L1_S147_L002_bin.4","MT_21Nov119-A08-L1_S201_L004_bin.5","MT_21Nov119-A09-L1_S202_L004_bin.2","MT_21Nov119-B05-L1_S164_L003_bin.6","MT_21Nov119-B08-L1_S207_L004_bin.2","MT_21Nov119-C02-L1_S167_L003_bin.5","MT_21Nov119-D04-L1_S174_L003_bin.3","MT_21Nov119-D05-L1_S175_L003_bin.2","MT_21Nov119-D07-L1_S218_L004_bin.10","MT_21Nov119-D07-L1_S218_L004_bin.4","MT_21Nov119-D07-L1_S218_L004_bin.8","MT_21Nov119-E05-L1_S181_L003_bin.17","MT_21Nov119-E05-L1_S181_L003_bin.3","MT_21Nov119-E05-L1_S181_L003_bin.4","MT_21Nov119-E05-L1_S181_L003_bin.9","MT_21Nov119-E06-L1_S182_L003_bin.3","MT_21Nov119-E07-L1_S224_L004_bin.18","MT_21Nov119-E07-L1_S224_L004_bin.5","MT_21Nov119-E08-L1_S225_L004_bin.2","MT_21Nov119-F04-L1_S186_L003_bin.6","MT_21Nov119-F04-L1_S186_L003_bin.9","MT_21Nov119-G04-L1_S192_L003_bin.1","MT_21Nov119-G04-L1_S192_L003_bin.5","MT_21Nov119-H05-L1_S199_L003_bin.4","MT_21Nov119-H05-L1_S199_L003_bin.5","MT_21Nov119-H05-L1_S199_L003_bin.9","MT_220900001374-A06_22Sep1374-A06-L1_S120_L002_bin.3","MT_220900001374-A10_22Sep1374-A10-L1_S123_L002_bin.3","MT_220900001374-B05_22Sep1374-B05-L1_S10_L001_bin.1","MT_220900001374-B06_22Sep1374-B06-L1_S124_L002_bin.5","MT_220900001374-B10_22Sep1374-B10-L1_S126_L002_bin.5","MT_220900001374-C01_22Sep1374-C01-L1_S11_L001_bin.2","MT_220900001374-C06_22Sep1374-C06-L1_S127_L002_bin.1","MT_220900001374-D02_22Sep1374-D02-L1_S17_L001_bin.10","MT_220900001374-D02_22Sep1374-D02-L1_S17_L001_bin.6","MT_220900001374-D02_22Sep1374-D02-L1_S17_L001_bin.7","MT_220900001374-D04_22Sep1374-D04-L1_S19_L001_bin.3","MT_220900001374-H06_22Sep1374-H06-L1_S146_L002_bin.5","MT_220900001374-H07_22Sep1374-H07-L1_S147_L002_bin.10","MT_220900001374-H07_22Sep1374-H07-L1_S147_L002_bin.14","MT_220900001374-H07_22Sep1374-H07-L1_S147_L002_bin.2","MT_220900001374-H07_22Sep1374-H07-L1_S147_L002_bin.7","Pelomonas_AEP2-2","Pseudomonas_C2_2","Undibacterium_C1_1"
"11",11,"M00011","Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",8555.55555555555,10833.3333333333,4666.66666666667,6000,5666.66666666667,4666.66666666667,8333.33333333333,7083.33333333333,3972.22222222222,4583.33333333333,4888.88888888889,5000,5777.77777777778,5777.77777777778,6222.22222222222,3250,4666.66666666667,4666.66666666667,7222.22222222222,7944.44444444444,6861.11111111111,4666.66666666667,4583.33333333333,3055.55555555556,5777.77777777778,3666.66666666667,3361.11111111111,4277.77777777778,2666.66666666667,4666.66666666667,3666.66666666667,4277.77777777778,111.111111111111,4666.66666666667,6666.66666666667,3888.88888888889,3361.11111111111,5000,3333.33333333333,5777.77777777778,3972.22222222222,13222.2222222222,2666.66666666667,3333.33333333333,0,5333.33333333333,6222.22222222222,4694.44444444444,5416.66666666667,4000,3333.33333333333,6138.88888888889,6611.11111111111,3611.11111111111,4333.33333333333,3972.22222222222,5000,4666.66666666667,5000,2138.88888888889,6611.11111111111,3611.11111111111,5000,4666.66666666667,4666.66666666667
"12",12,"M00012","Glyoxylate cycle",5727.27272727273,6545.45454545455,7000,3272.72727272727,2545.45454545455,2272.72727272727,3272.72727272727,2181.81818181818,818.181818181818,2727.27272727273,2272.72727272727,3272.72727272727,5090.90909090909,3818.18181818182,2272.72727272727,2181.81818181818,3272.72727272727,3272.72727272727,7636.36363636364,7636.36363636364,3272.72727272727,1818.18181818182,818.181818181818,2727.27272727273,3272.72727272727,3818.18181818182,1818.18181818182,3272.72727272727,1818.18181818182,1090.90909090909,1454.54545454545,363.636363636364,90.9090909090909,3818.18181818182,4090.90909090909,3636.36363636364,818.181818181818,2727.27272727273,1818.18181818182,1818.18181818182,1454.54545454545,4909.09090909091,1090.90909090909,1818.18181818182,0,3272.72727272727,2181.81818181818,1454.54545454545,2181.81818181818,3818.18181818182,818.181818181818,3818.18181818182,2181.81818181818,1454.54545454545,3181.81818181818,818.181818181818,3272.72727272727,1454.54545454545,7636.36363636364,1363.63636363636,3636.36363636364,1090.90909090909,4363.63636363636,3272.72727272727,3818.18181818182
"13",13,"M00013","Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA",857.142857142857,1714.28571428571,142.857142857143,571.428571428571,571.428571428571,428.571428571429,571.428571428571,142.857142857143,0,571.428571428571,142.857142857143,142.857142857143,857.142857142857,1428.57142857143,571.428571428571,142.857142857143,857.142857142857,1428.57142857143,2142.85714285714,1142.85714285714,571.428571428571,0,0,571.428571428571,857.142857142857,142.857142857143,1285.71428571429,142.857142857143,571.428571428571,142.857142857143,142.857142857143,0,0,428.571428571429,571.428571428571,142.857142857143,0,857.142857142857,0,571.428571428571,142.857142857143,3428.57142857143,0,0,0,571.428571428571,1142.85714285714,571.428571428571,1142.85714285714,285.714285714286,0,1428.57142857143,285.714285714286,0,142.857142857143,142.857142857143,571.428571428571,142.857142857143,142.857142857143,0,1285.71428571429,0,571.428571428571,1428.57142857143,428.571428571429
"14",14,"M00014","Glucuronate pathway (uronate pathway)",83.3333333333333,666.666666666667,333.333333333333,333.333333333333,333.333333333333,4000,166.666666666667,333.333333333333,83.3333333333333,750,0,333.333333333333,83.3333333333333,166.666666666667,83.3333333333333,250,333.333333333333,0,1250,2000,83.3333333333333,83.3333333333333,250,83.3333333333333,333.333333333333,0,83.3333333333333,83.3333333333333,0,500,333.333333333333,250,0,333.333333333333,500,750,83.3333333333333,83.3333333333333,83.3333333333333,0,1250,1250,1250,1000,83.3333333333333,83.3333333333333,333.333333333333,83.3333333333333,750,333.333333333333,0,250,333.333333333333,166.666666666667,83.3333333333333,333.333333333333,83.3333333333333,750,333.333333333333,0,500,83.3333333333333,333.333333333333,83.3333333333333,333.333333333333
"15",15,"M00015","Proline biosynthesis, glutamate => proline",2250,4500,2250,2250,2250,2250,2250,2250,0,4500,3000,2250,2250,2250,2250,0,2250,2250,2250,2250,2250,0,250,2250,2250,2250,250,1000,3000,250,2250,250,0,2250,2250,250,0,2250,250,250,3000,3000,250,3000,0,2250,2250,500,2250,2250,2250,2250,1000,250,2250,0,2250,3000,2250,250,2250,0,2250,2250,2250
"16",16,"M00016","Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine",12571.4285714286,18571.4285714286,12571.4285714286,7857.14285714286,8571.42857142857,9000,7857.14285714286,10000,2571.42857142857,10928.5714285714,7714.28571428572,7071.42857142857,9285.71428571429,12571.4285714286,8571.42857142857,1785.71428571429,8571.42857142857,10214.2857142857,7714.28571428572,10714.2857142857,10714.2857142857,5142.85714285714,5714.28571428571,8571.42857142857,9285.71428571429,6428.57142857143,3500,7071.42857142857,5142.85714285714,7071.42857142857,7142.85714285714,4571.42857142857,3500,10214.2857142857,7857.14285714286,8357.14285714286,3500,4500,5785.71428571429,7071.42857142857,7857.14285714286,15714.2857142857,10285.7142857143,12214.2857142857,285.714285714286,7142.85714285714,4571.42857142857,4571.42857142857,19285.7142857143,10214.2857142857,1785.71428571429,15714.2857142857,10714.2857142857,4571.42857142857,3500,6428.57142857143,7857.14285714286,8571.42857142857,12571.4285714286,4642.85714285714,12857.1428571429,9000,7857.14285714286,10214.2857142857,10214.2857142857
"17",17,"M00017","Methionine biosynthesis, aspartate => homoserine => methionine",11333.3333333333,10666.6666666667,8000,3733.33333333333,6400,8000,3733.33333333333,8000,266.666666666667,7000,3200,7333.33333333333,6933.33333333333,8000,4800,800,4800,4800,6600,8533.33333333333,6400,3733.33333333333,4200,5333.33333333333,5333.33333333333,2000,800,3266.66666666667,3200,4200,4200,266.666666666667,266.666666666667,8666.66666666667,3733.33333333333,9000,66.6666666666667,3733.33333333333,5866.66666666667,266.666666666667,4200,6000,9600,10666.6666666667,66.6666666666667,4800,3266.66666666667,266.666666666667,13200,10400,266.666666666667,10000,8000,3733.33333333333,3200,6933.33333333333,3733.33333333333,4200,7333.33333333333,3666.66666666667,9600,10200,3733.33333333333,4800,8666.66666666667
"18",18,"M00018","Threonine biosynthesis, aspartate => homoserine => threonine",5833.33333333333,5000,4666.66666666667,2083.33333333333,4000,3500,2083.33333333333,2500,333.333333333333,3333.33333333333,2083.33333333333,3000,2916.66666666667,6000,2083.33333333333,333.333333333333,2083.33333333333,6000,4083.33333333333,3333.33333333333,2500,1333.33333333333,1000,4666.66666666667,2500,1000,333.333333333333,2083.33333333333,2916.66666666667,4000,1333.33333333333,333.333333333333,333.333333333333,4666.66666666667,2083.33333333333,5833.33333333333,83.3333333333333,4083.33333333333,1333.33333333333,500,1333.33333333333,5333.33333333333,6416.66666666667,5833.33333333333,333.333333333333,2083.33333333333,1333.33333333333,333.333333333333,2916.66666666667,6000,333.333333333333,8666.66666666667,2916.66666666667,750,1333.33333333333,5833.33333333333,2083.33333333333,1333.33333333333,4666.66666666667,1500,2083.33333333333,8750,2083.33333333333,6000,4666.66666666667
"19",19,"M00019","Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine",6666.66666666667,11666.6666666667,6666.66666666667,5000,10000,5833.33333333333,8333.33333333333,13333.3333333333,166.666666666667,10833.3333333333,5833.33333333333,5833.33333333333,6666.66666666667,5833.33333333333,6666.66666666667,500,5000,5000,5833.33333333333,11666.6666666667,7500,333.333333333333,333.333333333333,333.333333333333,6666.66666666667,5000,166.666666666667,4166.66666666667,2666.66666666667,333.333333333333,5833.33333333333,0,0,3333.33333333333,4000,7500,0,4166.66666666667,333.333333333333,0,6666.66666666667,6666.66666666667,8333.33333333333,5833.33333333333,0,5000,6666.66666666667,1333.33333333333,10000,4166.66666666667,0,6666.66666666667,10666.6666666667,5833.33333333333,5000,333.333333333333,4000,7500,7500,4666.66666666667,10833.3333333333,333.333333333333,4000,4166.66666666667,3333.33333333333
"20",20,"M00020","Serine biosynthesis, glycerate-3P => serine",3000,4000,2000,2500,4000,1666.66666666667,2500,5333.33333333333,0,2000,1000,2500,2500,2666.66666666667,2000,1333.33333333333,2500,2666.66666666667,2000,3500,4000,1333.33333333333,1000,166.666666666667,2000,666.666666666667,666.666666666667,666.666666666667,1500,1333.33333333333,1500,166.666666666667,0,1500,3000,1000,0,1500,1000,166.666666666667,2000,2500,500,2333.33333333333,0,2000,2000,166.666666666667,2500,1500,166.666666666667,3333.33333333333,3000,1000,1500,2000,2000,2000,2000,166.666666666667,1666.66666666667,1000,2000,2666.66666666667,1500
"21",21,"M00021","Cysteine biosynthesis, serine => cysteine",1600,2400,2400,1600,800,400,600,1600,0,2000,1600,800,2000,2400,800,1600,800,1200,800,1200,1600,0,0,1200,1200,800,200,400,2000,0,1200,200,0,1200,800,1600,0,1600,1200,200,1600,1200,400,200,0,1200,1200,200,1600,1200,0,1600,1200,200,1200,1600,800,1200,2400,200,2800,800,800,1200,1200
"22",22,"M00022","Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate",4375,7875,6000,4375,3937.5,2625,3500,4500,0,5062.5,6000,3500,3500,5687.5,3500,1562.5,2812.5,3937.5,5000,6125,5250,3062.5,2250,562.5,3937.5,2625,4000,5625,2500,2250,5062.5,62.5,62.5,4500,3500,2625,0,1250,2250,3062.5,5625,9000,2250,3375,0,3062.5,3500,4500,7312.5,3500,6875,4812.5,5500,3500,3062.5,2250,3500,5062.5,5500,1000,6750,2625,3500,3500,4500
"23",23,"M00023","Tryptophan biosynthesis, chorismate => tryptophan",3705.88235294118,6588.23529411765,3705.88235294118,5176.47058823529,3294.11764705882,7941.17647058824,3294.11764705882,3764.70588235294,0,3764.70588235294,5294.11764705882,4705.88235294118,4117.64705882353,3294.11764705882,2882.35294117647,58.8235294117647,3294.11764705882,3294.11764705882,2470.58823529412,3705.88235294118,3705.88235294118,235.294117647059,352.941176470588,0,3294.11764705882,3294.11764705882,2882.35294117647,3294.11764705882,2117.64705882353,58.8235294117647,4764.70588235294,0,0,3294.11764705882,2882.35294117647,4235.29411764706,0,2823.52941176471,4235.29411764706,3294.11764705882,4764.70588235294,5176.47058823529,5647.05882352941,4705.88235294118,0,3705.88235294118,4117.64705882353,3705.88235294118,2117.64705882353,2117.64705882353,2882.35294117647,3294.11764705882,4235.29411764706,4705.88235294118,3294.11764705882,58.8235294117647,2882.35294117647,4764.70588235294,3705.88235294118,3294.11764705882,5882.35294117647,58.8235294117647,2882.35294117647,3294.11764705882,3294.11764705882
"24",24,"M00024","Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine",692.307692307692,615.384615384615,923.076923076923,923.076923076923,461.538461538462,692.307692307692,461.538461538462,307.692307692308,0,692.307692307692,76.9230769230769,692.307692307692,307.692307692308,461.538461538462,461.538461538462,76.9230769230769,307.692307692308,461.538461538462,307.692307692308,923.076923076923,307.692307692308,76.9230769230769,76.9230769230769,0,307.692307692308,76.9230769230769,0,307.692307692308,692.307692307692,76.9230769230769,692.307692307692,0,0,923.076923076923,461.538461538462,307.692307692308,0,461.538461538462,307.692307692308,0,692.307692307692,692.307692307692,307.692307692308,461.538461538462,0,692.307692307692,76.9230769230769,0,692.307692307692,307.692307692308,76.9230769230769,461.538461538462,153.846153846154,461.538461538462,307.692307692308,76.9230769230769,461.538461538462,1230.76923076923,923.076923076923,0,307.692307692308,307.692307692308,461.538461538462,461.538461538462,923.076923076923
"25",25,"M00025","Tyrosine biosynthesis, chorismate => HPP => tyrosine",750,1500,1000,1666.66666666667,1000,750,1000,0,0,750,83.3333333333333,750,750,500,1000,83.3333333333333,750,500,83.3333333333333,1000,750,83.3333333333333,83.3333333333333,0,750,83.3333333333333,0,333.333333333333,750,83.3333333333333,750,0,0,1000,1000,333.333333333333,0,500,83.3333333333333,0,750,1000,333.333333333333,166.666666666667,0,750,333.333333333333,0,83.3333333333333,750,83.3333333333333,500,0,166.666666666667,83.3333333333333,83.3333333333333,1000,1333.33333333333,1000,83.3333333333333,83.3333333333333,83.3333333333333,1000,500,1000
"26",26,"M00026","Histidine biosynthesis, PRPP => histidine",9000,16800,9600,9000,9000,9350,8400,7200,0,13000,12350,6000,8400,16100,7800,0,8400,14000,8400,12000,12000,0,6000,800,8400,6000,200,8400,9000,0,12600,0,0,9600,10800,5500,0,9750,5000,800,12600,14000,3600,6500,0,10200,8400,200,10200,5500,0,13300,6050,6300,7000,0,8400,12600,9600,4000,15400,0,10800,15400,9600
"27",27,"M00027","GABA (gamma-Aminobutyrate) shunt",1875,2250,250,1500,1500,125,750,500,125,4500,125,125,1500,1000,1500,0,1125,500,2625,1250,2625,125,0,500,1125,0,125,125,0,0,1125,0,0,250,125,125,0,250,0,250,1875,3000,0,0,0,125,0,125,3000,125,0,750,500,0,125,125,125,1125,250,0,1500,0,125,500,125
